2026-05-28 12:56:41	 177	 -224	-624	0	 90.00	 0	-1 	  0	100	 50	(0,-2)
2026-05-28 12:56:42	 212	 -250	-283	-16	 133.59	 -4	11 	  0	100	 50	(-1,-1)
2026-05-28 12:56:43	 247	 -410	-175	0	 49.22	 -2	-4 	100	100	 50	(-1,0)
2026-05-28 12:56:44	 282	 -299	-140	0	 30.94	 4	2 	 99	 98	 48	(-1,0)
2026-05-28 12:56:45	 317	 -120	-12	0	 355.78	 4	2 	 99	 98	 46	(0,0)
2026-05-28 12:56:46	 352	 -24	13	0	 358.59	 1	0 	 99	 98	  3	(0,0)
2026-05-28 12:56:47	 387	 -3	13	0	 1.41	 -3	-1 	 99	 98	  2	(0,0)
2026-05-28 12:56:48	 422	 -31	-33	0	 5.62	 1	-1 	 96	 92	  1	(0,0)
2026-05-28 12:56:51	 481	 1872	1139	0	 172.97	 -1	0 	  0	100	 49	(7,4)
2026-05-28 12:56:52	 516	 1869	1147	0	 190.55	 -3	-1 	  0	100	 49	(7,4)
2026-05-28 12:56:53	 551	 1752	1042	0	 297.77	 0	-7 	  0	100	 49	(7,4)
2026-05-28 12:56:54	 586	 1765	842	0	 236.25	 -1	-2 	  0	100	 48	(7,3)
2026-05-28 12:56:55	 621	 1775	912	0	 248.55	 0	5 	  0	100	 47	(7,3)
2026-05-28 12:56:56	 656	 1775	1025	0	 252.07	 0	0 	  0	100	 44	(7,4)
2026-05-28 12:56:58	 715	 1775	1044	0	 266.13	 0	0 	  0	100	 41	(7,4)
2026-05-28 12:56:59	 780	 1775	1030	0	 267.89	 -1	-5 	  0	100	 39	(7,4)
2026-05-28 12:57:00	 815	 1733	798	0	 202.85	 -2	-4 	  0	100	 39	(6,3)
2026-05-28 12:57:01	 850	 1759	765	0	 204.61	 0	-1 	  0	100	 39	(7,3)
2026-05-28 12:57:05	 991	 1669	775	0	 172.97	 -5	0 	  0	100	 32	(6,3)
2026-05-28 12:57:06	 1026	 1498	796	0	 176.48	 -6	0 	  0	100	 31	(5,3)
2026-05-28 12:57:07	 1061	 1440	803	0	 185.27	 -1	0 	  0	100	 29	(5,3)
2026-05-28 12:57:08	 1096	 1289	790	0	 185.27	 -8	-1 	  0	100	 34	(5,3)
2026-05-28 12:57:09	 1131	 1130	775	8	 72.77	 -2	-2 	  0	100	 34	(4,3)
2026-05-28 12:57:10	 1166	 1124	732	24	 103.89	 0	-3 	  0	100	 34	(4,2)
2026-05-28 12:57:12	 1209	 1121	722	24	 348.49	 -1	-1 	  0	100	 34	(4,2)
2026-05-28 12:57:13	 1244	 1103	726	24	 329.15	 -5	2 	  0	100	 34	(4,2)
2026-05-28 12:57:14	 1279	 965	780	8	 344.97	 -1	0 	  0	100	 34	(3,3)
2026-05-28 12:57:15	 1314	 903	880	24	 274.66	 -1	1 	  0	100	 34	(3,3)
2026-05-28 12:57:16	 1349	 930	943	24	 241.26	 0	0 	  0	100	 34	(3,3)
2026-05-28 12:57:17	 1384	 860	772	8	 278.17	 -1	-8 	  0	100	 34	(3,3)
2026-05-28 12:57:18	 1419	 907	501	24	 339.70	 5	-6 	  0	100	 34	(3,2)
2026-05-28 12:57:19	 1454	 997	479	24	 69.35	 2	4 	  0	100	 34	(3,1)
2026-05-28 12:57:20	 1489	 1020	662	19	 86.92	 1	6 	  0	100	 34	(4,2)
2026-05-28 12:57:21	 1524	 1103	832	8	 348.49	 5	0 	  0	100	 34	(4,3)
2026-05-28 12:57:22	 1559	 1364	810	0	 337.94	 8	-2 	  0	100	 34	(5,3)
2026-05-28 12:57:23	 1594	 1575	642	0	 302.78	 4	-7 	  0	100	 39	(6,2)
2026-05-28 12:57:24	 1629	 1775	518	0	 57.04	 0	0 	  0	100	 39	(7,2)
2026-05-28 12:57:25	 1664	 1764	667	0	 132.63	 -3	6 	  0	100	 44	(7,2)
2026-05-28 12:57:26	 1699	 1709	738	0	 234.58	 -3	-4 	  0	100	 44	(6,2)
2026-05-28 12:57:27	 1734	 1561	535	0	 234.58	 -5	-7 	  0	100	 44	(6,2)
2026-05-28 12:57:28	 1769	 1483	427	0	 195.91	 -1	-1 	  0	100	 44	(5,1)
2026-05-28 12:57:29	 1804	 1352	464	0	 188.88	 -8	1 	  0	100	 44	(5,1)
2026-05-28 12:57:30	 1839	 1226	339	0	 257.43	 -2	-3 	  0	100	 44	(4,1)
2026-05-28 12:57:31	 1874	 1209	345	0	 269.74	 0	0 	  0	100	 42	(4,1)
2026-05-28 12:57:33	 1941	 1246	382	0	 241.61	 4	4 	  0	100	 39	(4,1)
2026-05-28 12:57:34	 1976	 1329	465	0	 246.88	 0	0 	  0	100	 38	(5,1)
2026-05-28 12:57:36	 2057	 1353	489	0	 246.88	 1	2 	  0	100	 33	(5,1)
2026-05-28 12:57:37	 2092	 1399	495	0	 238.10	 1	0 	  0	100	 31	(5,1)
2026-05-28 12:57:39	 2183	 1416	495	0	 224.03	 1	0 	  0	100	 27	(5,1)
2026-05-28 12:57:40	 2218	 1507	559	0	 224.03	 0	0 	  0	100	 25	(6,2)
2026-05-28 12:57:41	 2253	 1608	607	0	 224.03	 5	4 	  0	 67	 23	(6,2)
2026-05-28 12:57:42	 2288	 1775	762	0	 208.21	 0	0 	  0	 67	 21	(7,3)
2026-05-28 12:57:43	 2323	 1775	827	0	 234.58	 0	4 	  0	 64	 19	(7,3)
2026-05-28 12:57:44	 2358	 1775	919	0	 234.58	 0	0 	  0	 64	 17	(7,3)
2026-05-28 12:57:46	 2426	 1748	885	0	 234.58	 -4	-5 	  0	 52	 13	(6,3)
2026-05-28 12:57:47	 2461	 1663	766	0	 234.58	 -4	-6 	  0	 52	 12	(6,3)
